Code	Description	Information
31PQ	PLANETREE	<country>UNITED STATES</country>
31PR	USNS PREVAIL	<country>UNITED STATES</country><notes>T-AGOS 8</notes>
31PS	PHYSALIA	<country>UNITED STATES</country>
31PT	PAOLINA-T	<country>UNITED STATES</country>
31PU	PURSUIT	<country>UNITED STATES</country>
31PV	POMPANO	<country>UNITED STATES</country>
31PW	PONTCHARTRAIN	<country>UNITED STATES</country>
31PX	PRIBILOFF	<country>UNITED STATES</country>
31PY	PRIVATEER	<country>UNITED STATES</country>
31PZ	PRICHETT	<country>UNITED STATES</country>
31Q0	USS SEA DEVIL	<country>UNITED STATES</country><notes>SSN-664</notes>
31Q1	SEARCHER	<country>UNITED STATES</country>
31Q2	CB2	<country>UNITED STATES</country>
31Q3	CAMP	<country>UNITED STATES</country>
31Q4	LEADER	<country>UNITED STATES</country>
31Q5	EATON	<country>UNITED STATES</country>
31Q6	WALDRON	<country>UNITED STATES</country>
31Q7	J. D. BLACKWOOD	<country>UNITED STATES</country>
31Q8	H. R. DICKSON	<country>UNITED STATES</country>
31Q9	HASSAYAMPA	<country>UNITED STATES</country>
31QA	CHIKASKIA	<country>UNITED STATES</country>
31QB	LONG BEACH	<country>UNITED STATES</country>
31QC	C54-Q	<country>UNITED STATES</country>
31QD	BIDDLE	<country>UNITED STATES</country>
31QE	ENGLAND	<country>UNITED STATES</country>
31QF	HAWKINS	<country>UNITED STATES</country>
31QG	RENSHAW	<country>UNITED STATES</country>
31QH	HIGBEE	<country>UNITED STATES</country>
31QI	INTERDICTOR	<country>UNITED STATES</country>
31QJ	FORTIFY	<country>UNITED STATES</country>
31QK	GURKE	<country>UNITED STATES</country>
31QL	PARLE	<country>UNITED STATES</country>
31QM	SMALLEY	<country>UNITED STATES</country>
31QN	CONSTANT	<country>UNITED STATES</country>
31QO	HOPEWELL	<country>UNITED STATES</country><callsign>HP4855</callsign>
31QP	POWER	<country>UNITED STATES</country>
31QQ	FARRAGUT	<country>UNITED STATES</country>
31QR	SCANNER	<country>UNITED STATES</country>
31QS	TAUSSIG	<country>UNITED STATES</country><notes>DD 746</notes>
31QT	OUTPOST	<country>UNITED STATES</country>
31QU	CONQUEST	<country>UNITED STATES</country>
31QV	ANNAPOLIS	<country>UNITED STATES</country>
31QW	W. V. PRATT	<country>UNITED STATES</country><callsign>NWVP</callsign>
31QX	BRADLEY	<country>UNITED STATES</country>
31QY	WYANDOT	<country>UNITED STATES</country>
31QZ	CHICAGO	<country>UNITED STATES</country>
31R0	USS GUARDFISH	<country>UNITED STATES</country><notes>SSN-612</notes>
31R1	REEVES	<country>UNITED STATES</country>
31R2	STATE RACE	<country>UNITED STATES</country>
31R3	REAPER	<country>UNITED STATES</country>
31R4	ROSS	<country>UNITED STATES</country>
31R5	F. M. ROBINSON	<country>UNITED STATES</country>
31R6	PLYMOUTH ROCK	<country>UNITED STATES</country>
31R7	BRISTER	<country>UNITED STATES</country>
31R8	ROBINSON	<country>UNITED STATES</country>
31R9	RHODES	<country>UNITED STATES</country>
31RA	RUTH ANN	<country>UNITED STATES</country>
31RB	RANOS BELLE	<country>UNITED STATES</country>
31RC	ROCKAWAY	<country>UNITED STATES</country>
31RD	ROBERT D. CONRAD	<title>RV</title><IMO>7742140</IMO><country>UNITED STATES</country><platformclass>31 Research vessel</platformclass><callsign>WHBA</callsign><commissioned>1962</commissioned><decommissioned>1989</decommissioned><notes>Built by U.S. Navy as oceanographic research vessel (AGOR-3), operated by Lamont-Doherty Earth Observatory of Columbia University. Retrofitted 1974 with multi-channel seismic (MCS) system. WOD Ship Code 1965. R. Conrad changed to Robert D. Conrad</notes>
31RE	RELIANCE	<country>UNITED STATES</country>
31RF	ROWE	<country>UNITED STATES</country>
31RG	BRIDGET	<country>UNITED STATES</country>
31RH	REHOBOTH	<country>UNITED STATES</country><callsign>WD8121</callsign>
31RI	RICH	<country>UNITED STATES</country>
31RJ	W. R. RUSH	<country>UNITED STATES</country>
31RK	ROSE KNOT	<country>UNITED STATES</country>
31RL	BRISTOL	<country>UNITED STATES</country>
31RM	STORM	<country>UNITED STATES</country>
31RN	RENOWN	<country>UNITED STATES</country>
31RO	ROCKVILLE	<country>UNITED STATES</country>
31RP	ROYAL PACIFIC	<country>UNITED STATES</country><callsign>WY7357</callsign>
31RQ	REQUISITE	<country>UNITED STATES</country>
31RR	RORQUAL	<country>UNITED STATES</country>
31RS	RESPONSE	<country>UNITED STATES</country><callsign>WQ7291</callsign>
31RT	TANEY	<country>UNITED STATES</country><notes>EX ROGER B. TANEY</notes>
31RU	RUDE	<title>NOAA Ship</title><IMO>6728185</IMO><country>UNITED STATES</country><platformclass>31 Research vessel</platformclass><callsign>WTET</callsign><commissioned>1967-03</commissioned><decommissioned>2008-03-25</decommissioned><pennant>S 590</pennant>
31RV	RIVAL	<country>UNITED STATES</country>
31RW	RED WING	<country>UNITED STATES</country><callsign>WS6683</callsign>
31RX	ROWAN	<country>UNITED STATES</country><callsign>C6JV4</callsign>
31RY	F. ROYAL	<country>UNITED STATES</country>
31RZ	C. K. BRONSON	<country>UNITED STATES</country>
31S0	SHAG	<country>UNITED STATES</country>
31S1	ARCTIC SEAL	<country>UNITED STATES</country><callsign>WX9225</callsign>
31S2	SEATTLE	<country>UNITED STATES</country>
31S3	STATE STAR	<country>UNITED STATES</country>
31S4	SIOUX	<country>UNITED STATES</country>
31S5	SEBAGO	<country>UNITED STATES</country>
31S6	SAGACITY	<country>UNITED STATES</country><callsign>C6IX5</callsign>
31S7	SKILL	<country>UNITED STATES</country>
31S8	STATE WAVE	<country>UNITED STATES</country>
31S9	ATLANTIC SEAL	<country>UNITED STATES</country>
31SA	SPAR	<country>UNITED STATES</country>
31SB	SPENCER F. BAIRD	<country>UNITED STATES</country>
31SC	SPENCER	<country>UNITED STATES</country>
31SD	SANDS	<country>UNITED STATES</country>
31SE	SENECA	<country>UNITED STATES</country>
31SF	SABLE FISH	<country>UNITED STATES</country>
31SG	SEA GULL	<country>UNITED STATES</country>
31SH	SHELDRAKE	<country>UNITED STATES</country>
31SI	STATEN ISLAND	<country>UNITED STATES</country>
31SJ	SONIC	<country>UNITED STATES</country>
31SK	R. R. SHROCK	<country>UNITED STATES</country>
31SL	STALLION	<country>UNITED STATES</country>
31SM	ST MICHAEL	<country>UNITED STATES</country>
31SN	STIRNI	<country>UNITED STATES</country>
31SO	STORIS	<country>UNITED STATES</country>
31SP	SAN PABLO	<country>UNITED STATES</country>
31SQ	SEA QUEST	<country>UNITED STATES</country>
31SR	SERRANO	<country>UNITED STATES</country>
31SS	SILAS BENT	<country>UNITED STATES</country>
31ST	STRANGER	<country>UNITED STATES</country><callsign>WYZ8670</callsign>
31SU	SURVEYOR	<country>UNITED STATES</country>
31SV	SILVER BAY	<country>UNITED STATES</country>
31SW	SWAN	<country>UNITED STATES</country><callsign>P3CT3</callsign>
31SX	SWERVE	<country>UNITED STATES</country>
31SY	SALUTE	<country>UNITED STATES</country>
31SZ	SWORDKNOT	<country>UNITED STATES</country>
31T0	USNS ZEUS	<country>UNITED STATES</country><notes>T-ARC 7</notes>
31T1	H. W. TUCKER	<country>UNITED STATES</country>
31T2	TOWERS	<country>UNITED STATES</country>
31T3	ICE ISLAND	<country>UNITED STATES</country><notes>T-3</notes>
31T4	TREE POINT	<country>UNITED STATES</country>
31T5	TRUCKEE	<country>UNITED STATES</country>
31T6	TINGEY	<country>UNITED STATES</country>
31T7	TWINING	<country>UNITED STATES</country>
31T8	TRACER	<country>UNITED STATES</country>
31T9	L. THOMAS	<country>UNITED STATES</country>
31TA	TAGE	<country>UNITED STATES</country>
31TB	STRIBLING	<country>UNITED STATES</country>
31TC	TOWNSEND CROMWELL	<country>UNITED STATES</country>
31TD	TWEEDY	<country>UNITED STATES</country>
31TE	AUKE BAY	<country>UNITED STATES</country>
31TF	TALLULAH	<country>UNITED STATES</country>
31TG	THEODORE N. GILL	<country>UNITED STATES</country>
31TH	THOR	<country>UNITED STATES</country>
31TI	TURSIOPS	<country>UNITED STATES</country>
31TJ	H. J. THOMAS	<country>UNITED STATES</country>
31TK	TOPEKA	<country>UNITED STATES</country>
31TL	TALBOT	<country>UNITED STATES</country>
31TM	STORMES	<country>UNITED STATES</country>
31TN	TANNER	<country>UNITED STATES</country>
31TO	TORDENSKJOLD	<country>UNITED STATES</country>
31TP	TAMPA	<country>UNITED STATES</country>
31TQ	THETA	<country>UNITED STATES</country>
31TR	TRIDENT	<country>UNITED STATES</country>
31TS	TUSCARORA	<country>UNITED STATES</country>
31TT	THOMAS G. THOMPSON	<country>UNITED STATES</country><callsign>KGWT</callsign><notes>1965-1991</notes>
31TU	TERITU	<country>UNITED STATES</country>
31TV	PETERSON	<country>UNITED STATES</country>
31TW	TOWHEE	<country>UNITED STATES</country>
31TX	TEXIN	<country>UNITED STATES</country>
31TY	TAYLOR	<country>UNITED STATES</country>
31TZ	J. K. TAUSSIG	<country>UNITED STATES</country>
31U0	USS NORMANDY	<country>UNITED STATES</country><callsign>NVVV</callsign>
31U1	BUCK	<country>UNITED STATES</country>
31U2	CURRIER	<country>UNITED STATES</country>
31U3	PLUCK	<country>UNITED STATES</country>
31U4	HUNT	<country>UNITED STATES</country>
31U5	BAUER	<country>UNITED STATES</country>
31U6	DURANT	<country>UNITED STATES</country>
31U7	RUPERTUS	<country>UNITED STATES</country>
31U8	HUSE	<country>UNITED STATES</country>
31U9	LUISENO	<country>UNITED STATES</country>
31UA	MURRAY	<country>UNITED STATES</country><callsign>P3MO4</callsign>
31UB	BRUSH	<country>UNITED STATES</country>
31UC	AUCILLA	<country>UNITED STATES</country>
31UD	COURTNEY	<country>UNITED STATES</country>
31UE	SOUTHERLAND	<country>UNITED STATES</country>
31UF	SAUFLEY	<country>UNITED STATES</country>
31UG	HAMMERBERG	<country>UNITED STATES</country>
31UH	UHLMANN	<country>UNITED STATES</country>
31UI	BUNTING	<country>UNITED STATES</country>
31UJ	PUTNAM	<country>UNITED STATES</country>
31UK	CHUKAWAN	<country>UNITED STATES</country>
31UL	AULT	<country>UNITED STATES</country>
31UM	UNIMAK	<country>UNITED STATES</country>
31UN	UNDAUNTED	<country>UNITED STATES</country>
31UO	D. A. MUNRO	<country>UNITED STATES</country>
31UP	PONCHATOULA	<country>UNITED STATES</country>
31UQ	JOUETT	<country>UNITED STATES</country>
31UR	TURNER	<country>UNITED STATES</country><callsign>VNXK</callsign>
31US	UPSHUR	<country>UNITED STATES</country>
31UT	UTE	<country>UNITED STATES</country>
31UU	COLUMBUS	<country>UNITED STATES</country>
31UV	H. PURVIS	<country>UNITED STATES</country>
31UW	LAWRENCE	<country>UNITED STATES</country>
31UX	GUADALUPE	<country>UNITED STATES</country>
31UY	PURDY	<country>UNITED STATES</country>
31UZ	RUCHAMKIN	<country>UNITED STATES</country>
31V0	USS PHILLIPINE SEA	<country>UNITED STATES</country><callsign>NWIN</callsign>
31V1	THE SULLIVANS	<country>UNITED STATES</country>
31V2	VIGIL	<country>UNITED STATES</country>
31V3	VESOLE	<country>UNITED STATES</country>
31V4	VANCE	<country>UNITED STATES</country>
31V5	TE VEGA	<country>UNITED STATES</country>
31V6	GARCIA	<country>UNITED STATES</country>
31V7	CONYNGHAM	<country>UNITED STATES</country>
31V8	HOEL	<country>UNITED STATES</country>
31V9	ALBATROSS	<country>UNITED STATES</country><notes>USN</notes>
31VA	PVT. J. VALDEZ	<country>UNITED STATES</country>
31VB	VALIANT	<country>UNITED STATES</country>
31VC	VICTORIA	<country>UNITED STATES</country>
31VD	VIDAL	<country>UNITED STATES</country>
31VE	VEMA	<title>RV</title><IMO>7738383</IMO><country>UNITED STATES</country><platformclass>31 Research vessel</platformclass><callsign>J8RU</callsign><commissioned>1953</commissioned><decommissioned>1981</decommissioned><notes>Built for E. F. Hutton as private yacht, christened Hussar. Sold 1934 to G. Ungar Vetlesen, renamed Vema. Appropriated by U.S. government for coastal patrol during WWII, later converted to barracks/training for merchant marine. Sold 1953 to Columbia University, converted to research vessel and operated by Lamont-Doherty Earth Observatory, retired 1981 after 1,225,000 nautical miles (world record). Sold 1982 to Windjammer Barefoot Cruises, renamed Mandalay. WOD Ship Code 2110</notes><previous_name>Hussar</previous_name>
31VF	HAVERFIELD	<country>UNITED STATES</country>
31VG	VIGOR	<country>UNITED STATES</country>
31VH	HUMMINGBIRD	<country>UNITED STATES</country>
31VI	VICCA	<title>MV</title><country>UNITED STATES</country><notes>WOD 2114, OCL data years 1954-1964 by University of Miami in cooperation with Velsicol Chemical Corporation as the vessel's owner.</notes>
31VJ	GLOVER	<country>UNITED STATES</country>
31VK	BERKELEY	<country>UNITED STATES</country>
31VL	VELERO III AND IV	<country>UNITED STATES</country>
31VM	PIONEER VALLEY	<country>UNITED STATES</country>
31VN	SAVANNAH L/S	<country>UNITED STATES</country>
31VO	VOGE	<country>UNITED STATES</country>
31VP	PHILIP	<country>UNITED STATES</country>
31VQ	RANDOLPH	<country>UNITED STATES</country>
31VR	VALOR	<country>UNITED STATES</country>
31VS	SAVAGE	<country>UNITED STATES</country>
31VT	VITAL	<country>UNITED STATES</country>
31VU	ENDURANCE	<country>UNITED STATES</country>
31VV	VAN VOORHIS	<country>UNITED STATES</country>
31VW	BUTTONWOOD	<country>UNITED STATES</country>
31VX	MARSH	<country>UNITED STATES</country>
31VY	HALSEY	<country>UNITED STATES</country>
31VZ	VOGELGESANG	<country>UNITED STATES</country>
31W0	USS WISCONSIN	<country>UNITED STATES</country><notes>BB-64</notes>
31W1	C. R. WARE	<country>UNITED STATES</country>
31W2	WREN	<country>UNITED STATES</country><callsign>J8GO2</callsign>
31W3	WALLER	<country>UNITED STATES</country>
31W4	WADLEIGH	<country>UNITED STATES</country>
31W5	WEATHERFORD	<country>UNITED STATES</country>
31W6	WILTSIE	<country>UNITED STATES</country>
31W7	WAGNER	<country>UNITED STATES</country>
31W8	J. WILLIS	<country>UNITED STATES</country>
31W9	M. W. WOOD	<country>UNITED STATES</country>
31WA	WALKE	<country>UNITED STATES</country>
31WB	WALTON	<country>UNITED STATES</country>
31WC	WACHUSETT	<country>UNITED STATES</country>
31WD	WINDWARD	<country>UNITED STATES</country>
31WE	WESTWIND	<country>UNITED STATES</country>
31WF	WESTERN FLYER	<country>UNITED STATES</country>
31WG	WAINWRIGHT	<country>UNITED STATES</country>
31WH	WHITING	<title>NOAA Ship</title><IMO>6601973</IMO><country>UNITED STATES</country><platformclass>31 Research vessel</platformclass><callsign>WTEW</callsign><commissioned>1963-07</commissioned><decommissioned>2003-05</decommissioned><pennant>S 329</pennant>
31WI	WINONA	<country>UNITED STATES</country><callsign>VRUG7</callsign>
31WJ	J. W. WEEKS	<country>UNITED STATES</country>
31WK	WITEK	<country>UNITED STATES</country>
31WL	WALKER	<country>UNITED STATES</country>
31WM	CROMWELL	<country>UNITED STATES</country>
31WN	WORDEN	<country>UNITED STATES</country>
31WO	WINNEBAGO	<country>UNITED STATES</country>
31WP	WHIPPOORWILL	<country>UNITED STATES</country>
31WQ	WINTER QUARTER L/S	<country>UNITED STATES</country>
31WR	WARRINGTON	<country>UNITED STATES</country>
31WS	R. L. WILSON	<country>UNITED STATES</country>
31WT	THOMAS WASHINGTON	<country>UNITED STATES</country><platformclass>31 Research vessel</platformclass><callsign>KGWU</callsign><commissioned>1965-09-17</commissioned><decommissioned>1992-08-01</decommissioned><notes>Robert D Conrad class research vessel operated by US Navy then transferred to Scripps under cognizance of the Ocaenographer of the Navy.  Decommissioned in 1992 and sold to the Chilean Navy. Renamed Vidal Gormaz.</notes>
31WU	WILHOITE	<country>UNITED STATES</country>
31WV	WATCHMAN	<country>UNITED STATES</country>
31WW	W. W. WELSH	<country>UNITED STATES</country>
31WX	WEDDERBURN	<country>UNITED STATES</country>
31WY	CONWAY	<country>UNITED STATES</country>
31WZ	COWELL	<country>UNITED STATES</country>
31X0	USS DIXON	<country>UNITED STATES</country><notes>AS-37</notes>
31X1	LITTLE ROCK	<country>UNITED STATES</country>
31X2	WILKINSON	<country>UNITED STATES</country>
31X3	C. V. RICKETTS	<country>UNITED STATES</country>
31X4	ROBIN GRAY	<country>UNITED STATES</country>
31X5	INGRAHAM	<country>UNITED STATES</country>
31X6	THEODORE E. CHANDLER	<country>UNITED STATES</country>
31X7	SAUGATUCK	<country>UNITED STATES</country><callsign>NJVY</callsign>
31X8	GRIDLEY	<country>UNITED STATES</country>
31X9	W. C. LAWE	<country>UNITED STATES</country>
31XA	TEXAS TOWER 4	<country>UNITED STATES</country>
31XB	CAPT BILL III	<country>UNITED STATES</country>
31XC	EXCEL	<country>UNITED STATES</country>
31XD	D. H. FOX	<country>UNITED STATES</country>
31XE	ESSEX	<country>UNITED STATES</country>
31XF	OXFORD	<country>UNITED STATES</country>
31XG	GOLDSBOROUGH	<country>UNITED STATES</country>
31XH	HORNET	<country>UNITED STATES</country><callsign>HO8160</callsign>
31XI	GAINARD	<country>UNITED STATES</country>
31XJ	TEXACO NEW JERSEY	<country>UNITED STATES</country>
31XK	COSSATOT	<country>UNITED STATES</country>
31XL	WADDELL	<country>UNITED STATES</country>
31XM	MULLINNIX	<country>UNITED STATES</country>
31XN	E. MCDONNELL	<country>UNITED STATES</country>
31XO	MADDOX	<country>UNITED STATES</country>
31XP	PARSONS	<country>UNITED STATES</country>
31XQ	MILLS	<country>UNITED STATES</country>
31XR	BORIE	<country>UNITED STATES</country>
31XS	USS WILLIAM H.STANDLEY	<country>UNITED STATES</country><notes>CG-32</notes>
31XT	BLUEBIRD	<country>UNITED STATES</country>
31XU	BRUMBY	<country>UNITED STATES</country>
31XV	N. K. PERRY	<country>UNITED STATES</country>
31XW	GEORGETOWN	<country>UNITED STATES</country>
31XX	TRUXTUN	<country>UNITED STATES</country>
31XY	USS HARRY E.YARNELL	<country>UNITED STATES</country><notes>CG-17</notes>
31XZ	WARBLER	<country>UNITED STATES</country>
31Y0	USCGC NAUSHON	<country>UNITED STATES</country><callsign>NEWR</callsign>
31Y1	STURDY	<country>UNITED STATES</country>
31Y2	BARRY	<country>UNITED STATES</country>
31Y3	C. BERRY	<country>UNITED STATES</country>
31Y4	LOYALTY	<country>UNITED STATES</country><callsign>3ERE5</callsign>
31Y5	DEWEY	<country>UNITED STATES</country>
31Y6	MALOY	<country>UNITED STATES</country>
31Y7	DYNAMIC	<country>UNITED STATES</country>
31Y8	TURNER JOY	<country>UNITED STATES</country>
31Y9	D. J. BUCKLEY	<country>UNITED STATES</country>
31YA	YAKUTAT	<country>UNITED STATES</country>
31YB	C. YOUNG	<country>UNITED STATES</country>
31YC	CORRY	<country>UNITED STATES</country>
31YD	BLANDY	<country>UNITED STATES</country>
31YE	YELLOWFIN	<country>UNITED STATES</country>
31YF	YFU-43	<country>UNITED STATES</country>
31YG	MCGINTY	<country>UNITED STATES</country>
31YH	HYMAN	<country>UNITED STATES</country>
31YI	ARMINO	<country>UNITED STATES</country>
31YJ	MULLANY	<country>UNITED STATES</country>
